text,review
"  A Bad Moms Christmas may have fell into that comedy sequel flaw were the first movie was pure laughs and fun. And this sequel may have some moments were it can be funny, but overall it fell a little boring compared to the first movie. I enjoyed the first with Mila Kunis, Kristen Bell, and Kathryn Hahn playing mothers who are so overworked and unappreciated. They decide to take control of their own lives to have a little fun. Sure, there are some hilarious moments in this film. But it was not enough to carry the rest of the movie. Amy (Mila Kunis), Kiki (Kristen Bell), and Carla (Kathryn Hahn) are under appreciated and overworked trying to get ready for Christmas. They all get surprised by their mothers visiting them for the holidays. Then, there comes the drama with Amy's mother being the high maintenance snob, Kiki's mother being too clingy and attached to her daughter still, and Carla's mother who is a dead beat and only sees the daughter when she needs something. Straight to the point, Bad Moms Christmas had some fun laughable moments. A scene were Amy, Kiki, and Carla get a little drunk before they do some shopping at the mall. Kind of a familiar concept like the first movie, were they were trashing a grocery store. Also, a scene were they are at skyzone and playing dodgeball with their kids and their mothers also participated was also a lot of fun. But the movie does fail with having a plot. It is all about mothers struggling through the holidays, and there mothers show up to either wreck there peaceful holiday or give them a little meaningful message about how to handle there own personal life. There was a lot of moments were there was not many jokes or laughs happening. Especially, in the more dramatic moments when Amy and there mother part ways after a party that turned for a disaster in her house. And her mother and the other two mothers chat away about how they all mistreated their daughters. Overall, Bad Moms Christmas is a bad film. It has some brief jokes and laughs. But not as good as the first film. Mila Kunis, Kristen Bell, and Kathryn Hahn were great but the script was lacking in a more fun plot and humor. I rate the film 2.5 out of 5 stars. I recommend the film as a rental.",2
  I laughed so hard because all the cast was hysterical!,5
"  This movie was just ok. I don't know why it was necessary to name the lady isis, faking cancer, saying something about bombing a car, the lady calling the guy jesus instead of jesse, telling the hispanic guy to take the bags up and bunch of little stuff. Things that shouldn't be included in there that are offensive.",0
  WOW THIS WAS SO BAD I FEEL CHEATED,0
"  So much fun! I loved every minute. I laughed, I cried, I peed my pants!",5
  Saw the first one three times and have seen this one once (have plans to go next week). As long as you know what to expect you will love it. My 79-year-old mother (who thinks crap is a bad word) laughed so hard she cried at both of them.,5
"  Extremely funny film, a must see this holiday season!",4
  I have no idea why people gave this a bad review. This was hilarious. I laughed throughout the entire movie.,4
"  Haven't seen the first one so can't say how it compares, but I thought this was great. Easy to watch, a bit silly but with lots of laughs and a great Christmas ending :D",5
"  Everyone in the cast was hilarious. It was extremely entertaining, crude, and very funny. 7/10",4
"  This movie is exactly what it was meant to be. A hysterical look into the lives of moms dying the holidays, and how their own moms can drive them crazy. It?s not going to win any oscars, but they?re not trying to. If you don?t like raunchy or inappropriate humor, you won?t like it. Otherwise, just enjoy this film for what it is.",4
"  Such a funny movie! Theater was packed. Don't know why rotten tomatoes gave it a low rating. I would go see it again. That's how good it was. If you liked bridesmaids, if you liked the hangover. If you want to see an amazing comedy. Go see this movie.",5
"  Although I didn't laugh as much as I did during the first one, I was pleasantly surprised at how it ended, and how much I enjoyed it. I would highly recommend it!",5
  very funny Bad Moms sequel which for sure put the 1st one to shame. it was very whitty and somewhat of a stupid comedy but was very enjoyable.,4
  Very funny movie! I laughed out loud as did the rest of the audience. Don't know why critics review is low. It's a light hearted comedy nothing deep!,5
  Flipppin' HILARIOUS!!!,5
  Jokes were as bad as the movie ....,1
"  Worth a watch if no other options, but a poor sequel given how funny the first instalment was",2
"  Worst movie I've ever seen. Walked out after 15 minutes of cringe-worthy ""acting"", horrible writing and terrible attempts at comedy.",0
  Not as good as the first one and to much slo mo.,2
"  I really enjoyed this movie...It's not for everybody, but it definitely made me laugh!",4
  Terrible and disgusting movie,0
  The first one was much better. Barely laughed...,1
  dam good movie could not stop laughing,5
"  So Funny! This one was so much more funnier than the first.Lots of cussing and nasty talk, so I wouldn?t bring kids.",4
  Hysterical! I laughed so hard!!!!,5
"  From reading all of the reviews that stated that 'it was soooo much better than the first one,' I guess I saw a different movie. A few laughs and funny scenes that were on par with what made the first one good, but overall fell flat. Kathryn Hahn carried the movie and had the movie's only real laughs and zingers.",2
